Order,Member,GRC,Date,Speech
135,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,Our enterprises also play a critical role in fostering a culture of lifelong learning at the workplace. Employers are well placed to identify skills that are in demand and provide industry-relevant training. 
136,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"We support employers to do so through the SkillsFuture Enterprise Credit. Today, only employers that have had at least three local employees and contributed at least $750 of Skills Development Levy over a qualifying period, are eligible for this Credit – and these have tended to be larger enterprises. "
137,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"To better support our smaller and micro enterprises, I will grant a waiver of the Skills Development Levy requirement for the qualifying period of 1 January 2021 to 31 December 2021. This is estimated to double the number of eligible employers, from 40,000 today to 80,000. The deadline to claim the credit will also be extended by a year, to 30 June 2024, to give employers more time to use the credit. [Please refer to Annex C-1.]"
138,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"To maximise the investments in our people, we must also ensure a good match between the skills demanded by the industry and those offered by the workforce."
139,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"This means bringing together the various parties involved – training providers, employment facilitation providers, employers and jobseekers themselves – to anticipate the areas where new skills are required and ensure that effective training is provided in a timely manner. "
140,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"At the same time, employers need to redesign jobs to harness technology more effectively and make better use of the upgraded skills of their workers. Our tripartite partners, especially the unions, help to achieve this. "
141,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"One approach that NTUC has championed and that has proved effective is the Company Training Committees, or CTCs. The CTC model brings together the unions and employers to develop concrete firm-level transformation plans, including the relevant training needed for their workers, so that they can enjoy better wages, welfare and prospects. These plans are then implemented with the support of relevant Government agencies."
142,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"To date, NTUC has formed more than 800 CTCs with companies of various sizes. One SME that has benefited from this partnership is Speco Singapore. "
143,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"Speco started out in cleaning services and later shifted its operations to provide disinfection services through technology solutions. The Building Construction and Timber Industries Employees' Union, or BATU, worked with Speco management to form a CTC and to map out the training needed to reskill its workforce. [Please refer to Annex B-1.]"
144,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"One beneficiary is Shamsul Nurhakim, who joined Speco on a Work-Study Programme. Shamsul will be completing a Diploma in Applied Science from Republic Polytechnic this year, under the sponsorship of Speco. Through the support of the CTC, he has acquired new skills and will be well positioned to excel in his career. [Please refer to Annex B-1.]"
145,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"NTUC would like to do more. I will therefore set aside about $100 million to support NTUC in its efforts to scale up the CTCs. Part of this will go into a new grant which will be administered by NTUC, to support companies that have set up CTCs to implement their transformation plans. "
146,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"Besides the CTCs, we will continue to extend our outreach, especially to smaller companies, through other platforms. This includes partnering with industry leaders or Queen Bee companies to provide training and advice to smaller companies and working closely with the trade associations and chambers as well as the Singapore Business Federation."
147,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"We will also pay special attention to our mid-career workers, especially those in their 40s and 50s. They are more vulnerable to churn and disruptions in the workplace. But they have valuable experience to contribute and, with some help, many are able to learn, adapt and do well in new jobs."
148,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"For example, Mr Manokaran was 58 years old when his job as an events manager was badly affected by the pandemic. He decided to move to a new area and took a leap of faith into digital marketing. Through the Career Conversion Programme for Digital Advertising Professionals, he joined an IT business solutions company and picked up new skills. Now, he is a Digital Marketing Manager, a job with good prospects in the digital economy. [Please refer to Annex B-1.]"
149,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"Today, we have a range of support measures to help mid-career workers. For Mr Manokaran and his employer, what worked was a place-and-train arrangement where he was first hired and then given on-the-job training by the company. "
150,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"In other cases, an attach-and-train modality may be more appropriate, for example, if a company is not yet ready to commit upfront to hiring more staff. Under the SGUnited Mid-Career Pathways Programme, we have provided company attachments for mid-career workers to undergo skills upgrading with a training allowance. We will make such company attachments for mature mid-career workers a permanent feature of our training and placement ecosystem. [Please refer to Annex C-3.]"
151,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"Finally, there is the train-and-place route, where individuals first attend training in areas with good hiring opportunities, before searching for a new employer. "
152,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"In recent years, and especially during the pandemic, we have significantly expanded such training opportunities. We will continue to enhance our provision of high-quality, industry-oriented training courses through a new SkillsFuture Career Transition Programme. These courses will be highly subsidised, and after the training, we will provide employment facilitation services to maximise the jobseekers’ prospects. [Please refer to Annex C-3.]"
153,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,"Even as we invest in Singaporeans, we must continue to stay open and bring in manpower and skills from around the world. By combining local and foreign professionals, we form the best teams in Singapore to create value together. This gives us that extra advantage to excel amidst intense global competition and to create many more good jobs and career choices for Singaporeans. "
154,Lawrence Wong,Marsiling-Yew Tee,18/2/2022,We have in place a comprehensive foreign worker policy framework to allow companies to access a diverse pool of manpower. We continually review and adjust the key policy parameters in the framework and will introduce several changes. [Please refer to Annex C-4.]
